id,province,carcolour,hp,gender,age,lic_years,pastclaims,claims,exp_years
2713,MP,Black,92,1,49,31,0,0,1.106091718
2714,GP,White,180,0,61,43,1,0,0.476386037
2715,WC,Blue,125,1,60,41,2,0,0.410677618
2716,EC,White,90,0,36,17,3,0,0.83504449
2717,EC,Black,162,0,18,0,0,0,0.714579055
2718,WC,Yellow,225,1,30,12,1,1,0.958247775
2719,GP,Red,200,0,62,43,0,0,0.501026694
2720,NW,White,96,1,55,37,1,0,0.380561259
2721,GP,Silver,90,0,69,51,2,0,0.845995893
2723,GP,Red,83,0,84,66,0,0,1.180013689
2724,KZN,Silver,92,1,61,43,1,0,1.557837098
2725,KZN,White,126,0,58,39,1,0,0.632443532
2726,EC,White,103,1,66,48,1,0,1.661875428
2727,NW,Red,141,0,60,42,1,1,0.90349076
2728,FS,White,94,0,21,2,2,0,0.955509925
2729,WC,White,38,0,74,55,2,0,0.700889802
2730,EC,Yellow,226,1,76,58,1,0,0.733744011
2731,NW,Green,53,0,49,31,1,0,0.484599589
2732,WC,Green,173,0,42,22,2,0,1.399041752
2733,GP,White,124,1,86,68,1,0,0.574948665
2734,WC,Blue,54,1,20,2,0,0,1.059548255
2735,GP,Green,114,0,65,46,1,0,1.054072553
2736,WC,Red,96,0,45,26,2,0,0.887063655
2737,NW,White,225,0,43,25,1,0,0.955509925
2738,WC,Blue,48,1,18,0,0,1,0.637919233
2739,KZN,Black,162,0,73,55,0,0,0.550308008
2740,MP,Blue,134,1,26,7,1,0,1.138945927
2741,GP,White,141,1,78,60,1,0,1.023956194
2742,KZN,White,169,1,21,3,0,0,0.65982204
2743,NW,Red,106,0,74,55,1,0,1.278576318
2744,WC,Yellow,217,1,65,47,2,0,0.41615332
2745,NW,White,101,0,38,20,1,1,1.242984257
2746,EC,Silver,127,1,54,35,1,0,1.185489391
2748,GP,White,102,1,40,22,2,0,0.982888433
2749,GP,Silver,210,0,57,38,1,0,0.358658453
2750,MP,Black,70,0,85,67,2,0,0.758384668
2751,GP,Black,138,1,54,36,0,0,0.536618754
2752,KZN,Green,215,1,20,2,0,1,0.646132786
2753,FS,Green,119,0,55,37,3,0,0.908966461
2754,NW,Green,196,0,31,12,1,1,0.38329911
2755,GP,Red,152,0,43,24,0,1,1.259411362
2756,GP,Red,79,0,21,3,1,0,0.640657084
2757,WC,Red,106,1,47,28,1,0,0.572210815
2758,GP,Red,139,1,23,4,4,0,0.969199179
2759,NW,White,234,1,29,9,1,1,0.459958932
2760,KZN,Black,106,0,24,5,2,1,0.796714579
2761,KZN,Black,93,1,48,28,5,0,0.547570157
2762,WC,White,45,0,57,38,4,0,0.744695414
2764,GP,Black,188,0,21,3,1,0,1.199178645
2765,NW,White,98,1,20,2,1,0,0.665297741
2766,KZN,Black,177,1,45,27,1,0,0.963723477
2767,FS,White,58,1,71,53,0,0,0.815879535
2768,GP,Yellow,152,0,21,2,0,0,0.306639288
2769,GP,Blue,113,1,29,10,3,0,0.531143053
2770,NW,Green,207,0,22,4,1,0,1.01026694
2771,MP,Blue,54,1,19,1,3,0,1.073237509
2772,MP,Black,102,1,24,6,1,0,0.840520192
2773,NW,White,114,0,18,0,1,0,0.720054757
2774,NW,White,55,0,80,61,1,0,0.624229979
2775,EC,Red,256,0,35,17,1,1,0.741957563
2776,WC,White,234,0,38,20,0,1,0.925393566
2777,MP,White,187,1,59,41,2,0,0.684462697
2778,NW,Red,284,0,64,46,0,0,0.506502396
2779,GP,Silver,99,1,28,9,1,0,0.919917864
2780,WC,Yellow,47,1,79,61,1,0,0.396988364
2781,FS,Black,92,0,21,3,1,0,0.553045859
2782,WC,White,69,1,81,63,0,0,0.804928131
2783,FS,Red,111,0,36,17,2,0,0.936344969
2784,KZN,Silver,83,1,54,36,0,0,0.843258042
2785,KZN,Silver,93,1,70,52,0,0,0.613278576
2786,KZN,White,172,1,65,47,1,0,0.813141684
2787,FS,Blue,244,1,23,5,0,0,0.624229979
2788,WC,Silver,105,1,31,12,1,1,0.372347707
2789,GP,White,166,0,26,8,1,0,0.933607118
2790,KZN,Silver,256,1,44,25,1,0,1.336071184
2791,KZN,Silver,144,0,79,61,0,0,0.65982204
2792,KZN,Silver,82,1,58,40,1,0,0.629705681
2793,NW,Red,154,1,52,33,3,0,0.845995893
2794,FS,White,97,0,18,0,0,0,0.435318275
2795,GP,White,52,1,24,5,0,0,0.59137577
2796,WC,White,90,1,56,37,1,0,0.796714579
2797,GP,White,178,1,47,29,1,0,1.237508556
2798,MP,Yellow,140,0,26,8,0,1,0.933607118
2799,WC,White,46,0,64,45,1,0,1.371663244
2800,FS,Red,138,0,60,42,1,0,0.698151951
2801,GP,White,53,1,66,48,3,0,0.457221081
2802,KZN,White,136,1,43,25,0,0,0.435318275
2803,FS,White,143,1,38,20,1,0,0.446269678
2804,WC,White,299,0,31,12,1,0,1.67008898
2805,KZN,Blue,133,0,56,38,0,0,0.673511294
2806,WC,White,61,0,77,59,0,0,1.456536619
2807,WC,White,109,0,31,13,0,0,0.706365503
2808,WC,Green,177,0,29,8,0,0,0.553045859
2810,WC,White,120,1,35,17,0,0,0.714579055
2811,FS,Yellow,117,0,28,10,0,0,0.687200548
2812,EC,Black,41,0,33,15,1,0,1.119780972
2813,GP,Black,159,0,28,9,0,0,0.971937029
2814,FS,Yellow,234,0,19,1,0,0,1.100616016
2815,KZN,Black,44,0,43,25,1,0,0.985626283
2816,KZN,Black,96,1,71,53,0,0,0.632443532
2817,KZN,White,163,0,83,64,1,1,0.459958932
2818,WC,Yellow,142,1,23,4,1,0,0.492813142
2819,WC,White,123,1,21,3,2,2,0.684462697
2820,WC,Black,154,0,80,62,5,0,0.774811773
2821,WC,Black,138,1,64,46,0,0,0.238193018
2822,KZN,Yellow,53,0,35,16,1,0,0.473648186
2823,EC,Green,79,0,75,57,0,0,0.783025325
2824,GP,Silver,120,0,52,34,2,0,0.462696783
2825,EC,Black,130,1,21,3,1,0,0.845995893
2826,KZN,White,94,0,24,6,1,1,0.922655715
2827,KZN,Green,86,1,85,66,3,0,1.500342231
2828,KZN,Red,104,0,25,6,1,0,1.141683778
2829,FS,Green,118,0,44,25,1,0,0.922655715
2830,WC,Red,87,1,68,50,0,0,0.873374401
2831,FS,Black,110,1,86,68,0,0,0.977412731
2832,KZN,White,67,1,26,8,1,0,1.240246407
2833,GP,Red,99,0,83,64,2,0,0.944558522
2834,MP,Red,153,1,31,13,1,0,0.624229979
2835,WC,Yellow,57,0,20,1,4,0,1.067761807
2836,NW,Red,161,0,80,61,0,0,1.130732375
2837,NW,Red,103,1,19,1,1,1,0.503764545
2838,MP,Red,93,0,73,55,1,0,1.281314168
2839,KZN,Silver,272,0,57,39,2,0,0.832306639
2840,WC,Black,126,1,26,8,1,0,0.372347707
2841,WC,White,157,1,46,28,0,0,0.813141684
2842,MP,Black,118,1,44,26,2,1,1.201916496
2843,WC,White,99,0,41,21,1,0,0.621492129
2844,KZN,White,76,0,47,28,0,0,0.744695414
2845,FS,Black,200,0,22,4,3,0,0.490075291
2846,KZN,White,152,1,45,27,0,0,0.815879535
2847,MP,Green,210,0,67,48,0,0,0.298425736
2849,GP,White,141,0,56,38,2,0,0.610540726
2850,WC,Green,72,0,71,53,1,0,0.366872005
2851,WC,White,44,0,21,3,2,1,1.051334702
2852,NW,Black,173,1,61,42,3,1,1.141683778
2853,GP,Red,137,1,60,41,2,0,0.542094456
2855,EC,Silver,353,1,21,3,0,0,0.566735113
2856,WC,White,81,0,51,33,1,0,0.892539357
2857,GP,Black,55,0,75,55,1,0,0.377823409
2858,FS,White,60,1,46,28,1,0,1.511293634
2859,WC,Silver,114,1,62,44,2,0,1.823408624
2860,GP,Yellow,126,0,62,44,1,0,0.657084189
2861,GP,Black,119,0,26,8,1,0,0.547570157
2862,WC,Green,58,0,20,1,0,1,0.791238877
2863,EC,White,103,0,84,65,0,0,0.709103354
2864,EC,White,143,0,77,59,5,0,0.892539357
2865,FS,Black,460,0,30,12,1,0,0.501026694
2866,WC,White,90,0,82,63,1,0,1.514031485
2867,WC,Yellow,51,1,69,51,1,0,0.854209446
2868,WC,Blue,87,0,21,3,1,0,0.821355236
2869,FS,White,147,0,72,53,1,0,0.607802875
2870,KZN,Silver,162,0,46,27,0,0,1.045859001
2871,KZN,Green,132,0,66,48,0,0,0.355920602
2872,KZN,Red,109,0,60,41,1,0,0.251882272
2873,EC,Red,136,0,65,44,0,0,0.309377139
2874,EC,Silver,71,1,46,28,1,0,1.122518823
2875,WC,Black,101,0,19,1,0,0,1.188227242
2876,GP,Red,150,1,22,4,1,0,0.733744011
2877,FS,Silver,98,0,24,6,1,0,0.76386037
2878,EC,Silver,76,0,85,67,1,0,0.45174538
2879,NW,Red,119,0,85,67,0,0,0.952772074
2880,EC,Silver,88,1,40,22,1,0,2.080766598
2881,GP,White,258,1,69,50,1,0,1.237508556
2882,MP,White,71,1,81,63,1,1,0.802190281
2883,WC,Red,73,0,31,13,2,0,0.856947296
2884,LIM,Green,126,0,48,30,1,1,0.577686516
2885,EC,Black,120,0,56,38,1,0,0.788501027
2886,GP,White,87,1,24,6,3,0,0.484599589
2887,KZN,Red,121,1,42,23,1,0,1.557837098
2888,GP,Blue,207,0,36,18,1,0,0.531143053
2889,GP,Yellow,240,0,79,59,3,0,1.127994524
2890,EC,Silver,87,0,37,19,2,0,0.413415469
2891,EC,Black,95,1,76,56,1,0,0.6954141
2892,NW,Red,98,0,37,19,1,1,0.605065024
2894,FS,Black,93,0,21,2,0,0,1.045859001
2895,NW,White,279,1,65,46,1,0,1.289527721
2896,KZN,Blue,77,0,27,9,0,0,0.848733744
2897,GP,Red,218,0,18,0,1,0,0.17522245
2898,KZN,White,139,1,23,5,1,0,0.97467488
2899,GP,Blue,108,0,52,34,1,0,0.720054757
2900,MP,Black,109,1,47,29,1,0,1.456536619
2901,KZN,Red,97,0,60,42,0,0,0.547570157
2902,GP,Green,78,0,39,21,0,0,0.607802875
2903,FS,Blue,102,0,60,42,1,0,1.67008898
2904,WC,Red,86,0,74,56,1,0,0.76659822
2905,WC,Black,45,0,28,10,1,1,1.478439425
2906,WC,White,168,1,47,28,0,1,1.604380561
2907,GP,White,40,0,20,1,0,1,1.169062286
2908,NW,White,230,1,61,42,0,0,0.933607118
2909,WC,White,183,1,35,17,5,0,0.470910335
2910,GP,White,141,1,51,32,0,0,0.933607118
2912,LIM,Black,56,1,24,5,1,0,0.583162218
2913,GP,White,203,1,20,2,1,0,1.067761807
2914,KZN,Red,150,0,27,9,1,0,0.396988364
2915,WC,Silver,192,1,24,5,1,0,0.689938398
2916,NW,Yellow,143,1,41,23,4,1,0.432580424
2917,WC,White,141,0,26,8,0,1,1.541409993
2918,NC,White,292,0,85,66,1,0,0.424366872
2919,WC,Blue,173,1,41,23,0,0,0.443531828
2920,KZN,Silver,198,0,24,6,1,0,0.676249144
2921,WC,Silver,142,0,19,1,1,1,0.364134155
2922,GP,Black,123,1,51,32,0,0,1.215605749
2923,EC,White,184,0,45,27,2,0,1.2183436
2924,KZN,Green,171,0,53,35,0,0,0.999315537
2925,WC,White,45,0,73,55,0,0,0.235455168
2926,LIM,Red,198,0,36,17,0,0,0.898015058
2927,FS,White,130,0,51,33,0,0,0.618754278
2928,NW,Black,63,0,26,7,1,0,0.339493498
2929,NW,Silver,143,0,86,68,1,0,0.468172485
2930,MP,Red,97,0,36,18,3,0,0.698151951
2931,WC,White,105,1,46,28,2,0,0.769336071
2932,WC,Red,54,0,25,6,0,0,0.517453799
2933,KZN,Red,125,0,73,55,1,0,0.829568789
2934,KZN,Black,69,0,42,24,1,0,0.572210815
2935,MP,Black,206,0,31,11,1,0,1.262149213
2936,FS,White,53,1,21,2,0,0,0.665297741
2937,GP,White,143,0,27,9,1,0,0.462696783
2938,NW,Red,89,0,43,24,1,0,0.629705681
2939,GP,Silver,127,1,23,4,3,0,0.41615332
2940,EC,White,70,0,63,45,1,0,1.056810404
2941,NW,White,307,1,85,67,1,0,0.741957563
2942,EC,Red,289,0,75,57,1,1,1.021218344
2943,WC,Green,94,0,18,0,1,0,0.235455168
2944,NW,Green,182,0,59,40,0,0,0.41889117
2945,WC,Green,216,0,75,57,1,1,0.668035592
2946,GP,White,184,1,28,9,2,0,0.561259411
2947,EC,Silver,149,1,65,46,1,1,0.856947296
2948,WC,Black,49,0,29,11,2,0,1.160848734
2949,GP,Silver,141,0,23,5,1,0,0.930869268
2950,WC,Black,107,0,78,59,1,0,0.873374401
2951,EC,Red,102,0,84,65,1,0,0.553045859
2952,EC,Blue,93,0,25,7,1,0,0.837782341
2953,WC,White,211,0,29,11,1,0,0.388774812
2954,GP,White,128,0,57,39,2,0,0.889801506
2955,GP,Black,43,1,19,1,0,0,0.602327173
2956,KZN,Red,123,0,55,37,1,0,0.577686516
2957,WC,Blue,78,1,24,6,1,1,1.136208077
2958,FS,Yellow,81,0,45,24,1,0,0.76386037
2959,EC,Red,133,0,82,63,0,0,0.643394935
2960,NW,White,193,1,24,5,1,0,1.897330595
2961,GP,Black,209,0,48,30,0,0,0.59137577
2962,KZN,Black,86,0,51,33,1,0,0.851471595
2963,EC,White,169,1,83,64,2,1,1.363449692
2964,EC,Black,113,1,71,53,1,0,0.818617385
2965,GP,White,73,0,86,67,1,0,0.331279945
2966,KZN,Black,154,0,41,23,1,0,0.966461328
2967,GP,Green,101,0,59,39,0,0,0.629705681
2968,NW,Red,164,0,35,16,3,0,0.607802875
2969,EC,Black,69,0,59,41,0,0,0.377823409
2970,GP,Green,92,0,72,54,0,0,0.692676249
2971,WC,Silver,73,0,87,68,2,0,0.670773443
2972,NW,Black,85,0,32,14,2,0,0.676249144
2973,NW,White,72,0,78,60,1,0,1.275838467
2975,KZN,Black,174,1,35,17,0,0,0.933607118
2976,KZN,Red,359,1,27,8,2,0,0.637919233
2977,WC,Red,157,0,32,14,1,0,0.796714579
2978,KZN,Green,121,1,30,12,1,0,1.834360027
2979,KZN,Green,155,1,26,8,0,0,0.596851472
2980,GP,White,67,0,27,9,0,0,0.862422998
2981,WC,Black,84,0,20,1,1,0,0.706365503
2982,EC,Black,129,1,70,52,0,1,1.11156742
2983,GP,Silver,113,0,80,62,0,0,0.577686516
2984,GP,Black,209,0,75,57,0,0,0.331279945
2985,NW,White,55,1,77,58,1,0,0.741957563
2986,EC,Silver,84,1,23,5,0,0,0.919917864
2987,NW,White,66,0,62,44,2,0,0.977412731
2988,WC,Blue,101,1,22,3,0,0,0.542094456
2989,WC,Red,71,0,19,1,2,0,0.985626283
2990,WC,Black,81,0,29,11,1,0,0.657084189
2991,GP,Black,55,0,74,56,1,1,2.236824093
2992,FS,Black,179,1,60,42,1,0,1.245722108
2993,WC,Red,280,0,62,44,1,0,0.840520192
2994,FS,Yellow,92,1,79,61,3,0,1.095140315
2995,MP,Green,122,1,58,40,1,0,0.807665982
2996,KZN,White,172,0,71,53,2,0,0.391512663
2997,KZN,Black,180,0,68,50,1,0,0.490075291
2998,WC,Black,245,1,73,55,0,0,0.676249144
2999,GP,Red,189,1,66,48,0,0,1.492128679
3001,WC,White,100,1,21,3,1,0,0.837782341
3002,KZN,Silver,124,0,58,38,3,0,0.509240246
3003,WC,Silver,133,0,52,33,0,0,0.788501027
3004,WC,Silver,116,1,48,30,1,0,0.6954141
3005,GP,White,84,0,27,9,0,0,0.862422998
3006,WC,White,291,0,38,19,0,2,0.971937029
3007,GP,Yellow,156,0,20,2,1,0,0.197125257
3008,KZN,White,141,0,75,54,1,0,0.314852841
3009,WC,White,59,0,62,43,1,0,0.167008898
3010,KZN,Black,159,0,78,59,2,0,0.394250513
3011,NW,Silver,219,0,78,59,4,0,0.257357974
3012,EC,White,114,0,39,20,0,0,0.821355236
3013,LIM,Yellow,254,0,47,29,5,0,0.331279945
3014,GP,White,222,0,77,59,2,1,2.020533881
3015,FS,Black,121,0,27,9,1,0,0.862422998
3016,GP,Black,164,1,24,5,0,0,0.361396304
3017,WC,Yellow,69,0,53,34,0,0,0.424366872
3018,FS,Silver,151,1,55,36,0,0,0.569472964
3019,FS,Red,114,1,78,60,1,0,0.955509925
3020,KZN,Black,88,0,26,8,1,0,1.190965092
3021,GP,White,101,1,41,23,4,0,0.996577687
3022,GP,Yellow,67,0,82,63,1,0,0.62696783
3023,GP,Black,200,0,73,55,0,0,0.372347707
3024,WC,White,54,0,31,13,1,0,1.3908282
3025,NW,Silver,124,1,52,34,3,0,0.643394935
3026,FS,Red,167,1,57,39,0,0,0.785763176
3027,WC,Red,147,1,18,0,0,0,1.393566051
3028,KZN,White,121,0,81,62,0,0,1.073237509
3029,NW,Silver,50,1,49,31,1,0,1.229295003
3030,EC,White,130,0,20,2,1,0,0.856947296
3031,WC,Red,108,0,85,67,1,0,0.706365503
3032,FS,White,128,1,40,21,2,1,0.714579055
3033,MP,Red,78,0,75,57,1,0,1.314168378
3034,KZN,Red,159,1,28,10,2,0,0.703627652
3035,GP,White,140,1,59,41,0,0,0.747433265
3036,EC,Red,254,0,51,32,1,0,0.76659822
3037,EC,Green,116,1,64,45,1,0,1.07871321
3038,MP,White,240,1,27,8,0,2,0.722792608
3039,FS,Black,171,1,80,62,2,0,1.138945927
3040,EC,Yellow,145,0,21,3,4,0,0.583162218
3041,KZN,Red,150,0,74,54,3,0,1.032169747
3042,NW,White,53,0,77,59,0,0,0.506502396
3043,FS,White,56,0,84,65,0,0,0.917180014
3044,WC,Red,121,1,18,0,3,0,0.024640657
3045,WC,White,286,0,25,6,1,0,1.070499658
3046,WC,Black,88,0,23,5,1,0,0.700889802
3047,FS,White,122,0,74,56,0,0,0.572210815
3048,KZN,Black,103,0,80,62,0,1,1.35797399
3049,FS,Green,79,1,44,26,0,1,0.703627652
3050,GP,Black,127,0,51,33,1,0,1.864476386
3051,WC,White,166,1,31,10,0,0,0.952772074
3052,FS,Green,50,0,63,44,1,0,0.8678987
3053,MP,White,156,1,75,57,2,0,0.791238877
3054,WC,Black,114,1,38,20,1,0,0.569472964
3055,GP,White,100,0,76,57,1,0,0.539356605
3056,GP,Red,77,0,43,24,0,0,0.700889802
3057,GP,Silver,107,1,53,33,1,0,0.804928131
3058,MP,Black,179,0,74,56,1,0,0.720054757
3059,WC,Blue,74,0,20,1,1,0,1.338809035
3060,FS,Silver,54,0,67,47,3,0,0.824093087
3061,GP,Green,162,0,36,17,0,0,0.336755647
3062,NW,Black,66,0,79,61,1,0,0.747433265
3063,WC,White,266,1,79,60,0,0,1.240246407
3064,EC,Black,187,0,47,28,0,1,0.651608487
3065,GP,Red,87,1,50,32,2,0,1.478439425
3066,NW,Black,82,1,67,49,3,0,0.952772074
3067,GP,Red,187,0,19,0,0,1,0.93908282
3068,WC,White,139,0,29,9,3,0,0.952772074
3069,EC,Black,137,1,18,0,3,0,0.364134155
3070,GP,Black,57,1,24,4,1,0,0.273785079
3071,WC,White,116,0,67,49,2,0,0.958247775
3072,WC,Green,79,0,53,35,1,0,0.492813142
3073,WC,White,132,1,71,52,1,0,0.511978097
3074,GP,Red,70,0,21,3,1,0,0.796714579
3075,MP,Red,45,0,44,25,4,0,0.511978097
3076,NW,Yellow,121,0,21,3,0,0,0.717316906
3077,EC,White,42,0,80,61,2,0,0.470910335
3078,EC,White,172,0,79,61,0,0,0.991101985
3079,NW,White,194,1,39,20,0,0,0.435318275
3080,NW,White,310,1,43,25,2,1,2.020533881
3081,EC,White,216,1,54,36,1,0,0.793976728
3082,MP,White,151,1,50,31,1,0,0.55578371
3083,EC,Silver,71,0,67,48,0,1,1.511293634
3084,EC,Black,207,0,72,54,1,0,0.720054757
3085,WC,White,229,0,40,21,1,0,0.780287474
3086,KZN,Green,77,1,77,58,1,0,0.583162218
3087,FS,Blue,109,1,55,36,0,0,1.289527721
3088,WC,White,206,0,47,28,1,0,1.327857632
3089,FS,Red,135,0,36,18,0,0,0.605065024
3090,WC,Silver,84,0,57,38,1,0,0.802190281
3091,GP,Green,202,1,83,64,0,0,0.577686516
3092,EC,Blue,251,1,36,17,0,0,0.856947296
3093,FS,White,111,0,18,0,1,0,1.029431896
3094,GP,Black,130,0,23,4,0,0,0.747433265
3095,WC,Blue,104,0,61,43,2,0,1.013004791
3096,FS,Black,62,0,75,57,0,0,0.643394935
3097,WC,White,56,0,71,53,1,0,0.284736482
3098,FS,Silver,105,0,41,23,0,0,0.375085558
3099,MP,Blue,238,0,80,62,1,0,1.169062286
3100,KZN,Red,108,1,38,20,1,1,0.607802875
3101,WC,Silver,158,1,53,34,2,0,0.698151951
3102,WC,Silver,245,0,34,13,1,0,0.810403833
3103,NW,Green,56,0,73,55,0,0,0.706365503
3104,GP,Red,124,0,53,35,1,0,0.963723477
3105,GP,Red,214,0,69,51,1,0,0.681724846
3106,FS,White,181,1,25,7,0,1,1.169062286
3107,KZN,Yellow,120,0,27,9,1,0,0.577686516
3108,FS,Red,194,0,45,26,3,0,0.780287474
3109,FS,White,146,1,25,6,1,0,0.736481862
3110,WC,Red,99,0,40,22,1,0,0.459958932
3111,GP,Silver,109,0,29,11,1,1,0.574948665
3112,NW,Silver,79,0,86,67,0,0,0.572210815
3113,FS,Blue,161,1,49,30,1,0,0.569472964
3114,KZN,Silver,57,1,69,50,0,0,1.075975359
3115,KZN,Yellow,83,0,21,3,3,2,0.673511294
3116,EC,Black,95,0,66,47,1,0,0.958247775
3117,FS,Silver,174,1,31,13,1,1,1.054072553
3118,FS,Black,106,0,79,61,2,0,0.558521561
3119,GP,White,215,1,52,34,2,0,0.651608487
3120,NW,White,240,0,64,46,3,0,1.371663244
3122,WC,Red,152,0,32,14,2,0,1.234770705
3123,NW,Green,56,0,32,14,1,0,1.275838467
3124,EC,Blue,207,0,30,12,0,1,1.04312115
3125,NW,White,159,0,48,29,1,0,0.41889117
3126,WC,Silver,170,1,67,49,3,0,1.095140315
3127,MP,Red,115,0,33,14,1,1,0.484599589
3128,NW,Black,94,0,69,51,0,0,0.399726215
3129,WC,Black,216,0,47,29,2,0,0.624229979
3130,GP,Silver,112,0,74,55,1,0,1.56605065
3131,EC,Black,244,0,40,21,0,0,0.544832307
3132,GP,Black,100,0,78,60,1,0,0.506502396
3133,KZN,White,121,0,62,44,0,0,0.755646817
3134,GP,Green,111,0,85,67,3,1,0.635181383
3135,NW,White,70,0,48,30,2,0,0.76386037
3136,GP,White,197,0,57,38,0,0,1.212867899
3138,FS,Yellow,207,1,42,23,3,0,1.445585216
3139,WC,White,105,0,32,13,1,0,0.509240246
3141,WC,White,51,1,30,12,1,0,0.594113621
3142,KZN,Red,192,0,60,42,1,0,0.722792608
3143,KZN,Blue,165,1,48,30,0,0,0.829568789
3144,MP,Black,114,1,25,6,2,0,1.240246407
3145,KZN,White,112,0,33,15,2,0,0.804928131
3146,FS,White,83,0,56,38,3,2,0.599589322
3147,WC,Red,118,1,19,1,0,0,0.514715948
3148,FS,Black,230,1,69,50,1,0,0.914442163
3149,FS,Silver,55,0,27,8,0,0,0.550308008
3150,WC,Red,78,1,68,50,4,0,0.950034223
3151,NW,White,222,1,75,56,1,0,0.947296372
3152,MP,Green,142,1,38,19,1,1,0.583162218
3153,FS,Silver,78,1,58,39,0,0,0.925393566
3154,WC,White,171,0,33,14,1,0,0.736481862
3155,FS,White,100,1,48,30,1,0,0.624229979
3156,EC,Red,103,1,32,13,0,1,0.429842574
3157,KZN,Silver,202,0,32,14,1,0,0.963723477
3158,EC,Red,148,1,44,26,1,0,1.423682409
3159,WC,Black,292,0,63,44,0,0,0.824093087
3160,WC,White,127,1,61,41,0,0,1.546885695
3161,NW,Red,185,1,21,2,0,0,0.859685147
3162,GP,Black,91,1,46,28,2,0,0.950034223
3163,NW,Red,79,0,50,31,0,0,0.602327173
3164,WC,Green,92,1,47,29,0,0,0.525667351
3165,WC,Yellow,125,0,27,9,2,0,0.750171116
3166,MP,White,206,1,26,8,1,0,0.391512663
3167,GP,Red,67,0,72,54,0,0,0.503764545
3168,KZN,Black,119,0,82,63,4,0,1.18275154
3169,GP,Black,303,0,77,58,1,0,0.733744011
3170,WC,White,70,0,27,9,1,0,0.147843943
3171,NC,White,132,0,20,2,0,0,0.583162218
3173,KZN,Red,75,1,20,2,0,0,0.199863107
3174,KZN,Red,243,0,24,6,0,0,0.676249144
3175,NW,Yellow,129,1,79,61,0,0,0.884325804
3176,WC,Green,139,0,19,1,1,0,0.785763176
3177,GP,Black,48,0,66,47,0,0,0.845995893
3178,WC,Silver,117,0,28,10,4,1,1.316906229
3179,WC,Black,294,1,53,35,0,0,0.802190281
3180,EC,White,172,1,21,3,0,0,0.542094456
3181,MP,Red,90,1,70,52,0,0,1.089664613
3182,NW,White,122,0,73,54,2,1,1.130732375
3183,GP,White,83,0,50,32,3,0,0.873374401
3184,FS,Green,264,1,29,11,2,0,0.449007529
3185,FS,White,233,0,68,50,1,0,0.388774812
3186,NW,Black,143,0,35,17,3,1,0.700889802
3187,KZN,White,129,1,24,6,0,0,0.602327173
3188,MP,White,129,1,25,7,3,0,0.747433265
3189,WC,Green,80,1,41,23,0,0,0.93908282
3190,WC,White,65,1,35,16,1,0,0.711841205
3191,EC,Silver,64,1,27,8,1,0,0.470910335
3192,GP,White,117,1,41,23,0,0,2.143737166
3193,GP,Black,75,1,31,12,0,1,1.316906229
3194,GP,Black,103,0,69,51,0,0,0.960985626
3195,GP,Red,140,0,71,53,1,0,0.988364134
3196,WC,Yellow,115,0,67,48,3,0,0.717316906
3197,WC,Black,46,0,34,16,1,0,1.245722108
3198,LIM,Yellow,50,0,57,39,1,0,1.492128679
3199,NW,Blue,58,1,45,26,1,0,0.689938398
3200,EC,Red,153,0,85,67,0,0,0.876112252
3201,GP,Red,95,0,55,36,1,0,1.070499658
3202,EC,White,88,1,20,2,1,0,0.717316906
3203,KZN,Black,186,0,81,61,5,0,1.026694045
3204,WC,Blue,127,0,75,57,0,0,0.668035592
3205,WC,White,51,1,49,31,1,0,0.610540726
3206,KZN,White,103,1,58,38,0,0,0.876112252
3207,WC,Red,69,1,81,62,1,0,0.758384668
3208,GP,White,219,0,82,64,1,0,0.856947296
3209,WC,Black,136,1,24,4,1,1,1.456536619
3210,EC,Green,181,0,27,9,1,0,0.815879535
3211,KZN,White,66,1,85,67,0,0,0.755646817
3212,WC,White,129,0,29,11,2,0,1.968514716
3213,FS,Silver,99,1,26,8,1,0,1.11430527
3214,GP,Black,97,1,49,31,1,0,0.761122519
3215,LIM,Black,68,1,80,62,0,0,1.327857632
3216,GP,White,211,0,60,42,2,0,0.969199179
3217,NW,Silver,174,1,22,3,1,1,1.14715948
3219,EC,White,106,1,64,45,1,0,1.149897331
3220,GP,Red,152,0,80,62,0,0,0.421629021
3221,FS,White,94,1,67,49,0,0,0.594113621
3222,NW,White,185,0,67,49,2,0,0.446269678
3223,EC,Red,139,1,25,7,1,2,1.166324435
3224,KZN,White,126,1,20,2,1,1,0.919917864
3226,FS,Black,86,0,29,10,0,0,0.851471595
3227,WC,Green,212,1,87,69,2,0,0.462696783
3228,MP,Green,54,0,30,12,1,0,1.092402464
3230,NW,White,109,0,45,26,1,1,1.349760438
3231,GP,White,148,1,57,39,0,0,0.999315537
3232,WC,Black,110,1,49,30,0,0,1.237508556
3233,WC,Red,124,0,31,12,1,0,1.081451061
3234,WC,Yellow,164,1,69,49,2,0,0.386036961
3235,WC,Blue,133,1,31,13,1,0,0.714579055
3236,EC,Yellow,120,0,65,46,1,0,0.791238877
3237,KZN,Red,111,1,21,2,0,1,0.366872005
3238,KZN,Red,111,1,21,3,0,1,0.761122519
3239,EC,White,100,0,23,5,0,0,2.075290897
3240,WC,White,182,0,20,1,1,0,0.440793977
3241,WC,White,232,0,82,64,1,0,0.421629021
3242,EC,White,50,1,47,29,1,0,0.210814511
3243,WC,Silver,73,1,33,14,0,0,0.859685147
